Area,BHK,Bathroom,Furnishing,Locality,Price,Transaction
3690.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",79000000,New_Property
1200.0,3,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",17000000,Resale
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",47500000,Resale
2799.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",43000000,New_Property
1350.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",26000000,New_Property
1200.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",25000000,New_Property
2177.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",51000000,New_Property
1500.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",40000000,New_Property
1600.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",22500000,Resale
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",70000000,New_Property
2150.0,4,4.0,Unfurnished,"Kailash Colony, Greater Kailash",45000000,New_Property
2107.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",51100000,New_Property
1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",25500000,New_Property
1240.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",26500000,New_Property
1000.0,2,2.0,Unfurnished,"Kailash Colony, Greater Kailash",15000000,Resale
4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",55000000,Resale
1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",26000000,New_Property
2000.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",38000000,Resale
4500.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",72500000,Resale
3000.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",65000000,New_Property
700.0,2,2.0,Unfurnished,"Ram Nagar, Shahdara",4600000,New_Property
750.0,2,2.0,Semi-Furnished,"Jyoti Nagar West, Shahdara",9200000,Resale
1350.0,4,3.0,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",9500000,Resale
900.0,2,2.0,Semi-Furnished,"Naveen Shahdara, Shahdara",4500000,Resale
970.0,3,2.0,Semi-Furnished,"Balbir Nagar, Shahdara",6500000,Resale
1000.0,3,2.0,Furnished,"Rohitash Nagar East, Shahdara",5650000,Resale
1425.0,3,3.0,Semi-Furnished,"Naveen Shahdara, Shahdara",9300000,Resale
440.0,2,2.0,Unfurnished,Shahdara,2700000,Resale
1017.0,2,2.0,Furnished,"Vishwas Nagar, Shahdara",6500000,New_Property
650.0,2,2.0,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",5800000,Resale
950.0,3,2.0,Semi-Furnished,Shahdara,5500000,Resale
810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6000000,Resale
750.0,2,2.0,Unfurnished,"Balbir Nagar, Shahdara",4500000,Resale
990.0,2,2.0,Semi-Furnished,Shahdara,4100000,Resale
800.0,3,2.0,Semi-Furnished,"Ram Nagar, Shahdara",3800000,Resale
675.0,2,1.0,Unfurnished,Shahdara,3300000,Resale
558.0,2,1.0,Unfurnished,"Rohtash Nagar, Shahdara",2900000,New_Property
445.0,2,1.0,Unfurnished,"Ram Nagar Extension, Shahdara",2000000,Resale
360.0,2,1.0,Unfurnished,"Maujpur, Shahdara",1550000,New_Property
1350.0,4,3.0,Semi-Furnished,"Mansarowar Park, Shahdara",11300000,New_Property
850.0,3,2.0,Semi-Furnished,"Gorakh Park West, Shahdara",4500000,Resale
846.0,2,1.0,Unfurnished,"Shivnam Apartment, Shahdara",3300000,New_Property
1300.0,4,3.0,Furnished,"Mansarowar Park, Shahdara",11500000,New_Property
900.0,3,2.0,Semi-Furnished,"Ram Nagar Extension, Shahdara",6000000,New_Property
1050.0,3,2.0,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",9000000,Resale
850.0,2,2.0,Furnished,"Jyoti Colony, Shahdara",4500000,Resale
1650.0,4,3.0,Furnished,Shahdara,14000000,New_Property
1150.0,2,2.0,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",7300000,Resale
495.1394,1,1.0,Furnished,Shahdara,1900000,Resale
1053.0,3,2.0,Furnished,"Naveen Shahdara, Shahdara",7000000,Resale
810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6000000,Resale
750.0,1,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6400000,Resale
540.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2700000,New_Property
747.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",6500000,Resale
720.0,2,1.0,Unfurnished,"Yamuna Vihar, Shahdara",4000000,Resale
376.7365,1,1.0,Semi-Furnished,"Yamuna Vihar, Shahdara",3000000,New_Property
1125.0,2,2.0,Unfurnished,"Yamuna Vihar, Shahdara",5000000,Resale
713.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6000000,New_Property
360.0,1,1.0,Unfurnished,"Yamuna Vihar, Shahdara",2500000,Resale
900.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6500000,Resale
713.0,3,1.0,Unfurnished,"Yamuna Vihar, Shahdara",8000000,Resale
504.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2700000,Resale
70.0,1,2.0,Unfurnished,"Yamuna Vihar, Shahdara",4500000,Resale
850.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",5700000,Resale
2430.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",25000000,Resale
2475.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",70000000,Resale
2970.0,7,4.0,Furnished,"Yamuna Vihar, Shahdara",26500000,Resale
2250.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",18500000,Resale
1500.0,5,3.0,Furnished,"Yamuna Vihar, Shahdara",30000000,Resale
1512.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",22000000,Resale
400.0,2,2.0,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",9000000,Resale
2160.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",65000000,Resale
630.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",22500000,Resale
324.0,6,3.0,Furnished,"Yamuna Vihar, Shahdara",8700000,Resale
720.0,6,5.0,Furnished,"Yamuna Vihar, Shahdara",22000000,Resale
675.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",18500000,Resale
700.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",16000000,New_Property
675.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",16000000,Resale
720.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",9000000,Resale
850.0,2,2.0,Furnished,"Jyoti Colony, Shahdara",4500000,Resale
801.0,3,2.0,Semi-Furnished,Laxmi Nagar,6000000,New_Property
450.0,1,2.0,Unfurnished,Laxmi Nagar,2700000,Resale
1000.0,3,2.0,Unfurnished,Laxmi Nagar,6500000,Resale
990.0,3,2.0,Unfurnished,Laxmi Nagar,4000000,Resale
420.0,2,1.0,Semi-Furnished,Laxmi Nagar,2600000,New_Property
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,3500000,Resale
1000.0,2,2.0,Unfurnished,Laxmi Nagar,7500000,Resale
900.0,3,2.0,Semi-Furnished,Laxmi Nagar,7000000,Resale
800.0,3,2.0,Semi-Furnished,Laxmi Nagar,4500000,New_Property
720.0,3,3.0,Semi-Furnished,Laxmi Nagar,5500000,Resale
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,2700000,New_Property
675.0,2,2.0,Furnished,Laxmi Nagar,2400000,Resale
1700.0,4,3.0,Unfurnished,Laxmi Nagar,11500000,New_Property
550.0,2,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",3600000,New_Property
387.0,1,2.0,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",1700000,New_Property
450.0,2,1.0,Unfurnished,"Lalita Park, Laxmi Nagar",2500000,Resale
900.0,4,2.0,Furnished,Laxmi Nagar,6600000,Resale
500.0,2,1.0,Semi-Furnished,Laxmi Nagar,3700000,Resale
441.0,2,1.0,Unfurnished,"Krishan Kunj, Laxmi Nagar",3500000,Resale
800.0,3,2.0,Semi-Furnished,"Lalita Park, Laxmi Nagar",5400000,Resale
450.0,2,2.0,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",2550000,New_Property
1000.0,3,3.0,Furnished,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",12500000,Resale
715.0,2,2.0,Unfurnished,Laxmi Nagar,5600000,Resale
600.0,2,2.0,Unfurnished,Laxmi Nagar,7000000,Resale
540.0,2,1.0,Unfurnished,Laxmi Nagar,3500000,Resale
312.0,4,4.0,Furnished,"Bank Enclave, Laxmi Nagar",35000000,Resale
810.0,3,2.0,Semi-Furnished,Laxmi Nagar,9000000,Resale
270.0,1,1.0,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",2300000,Resale
900.0,3,2.0,Semi-Furnished,Laxmi Nagar,6000000,Resale
1000.0,3,2.0,Unfurnished,Laxmi Nagar,6000000,Resale
540.0,2,2.0,Semi-Furnished,Uttam Nagar,2650000,New_Property
950.0,3,2.0,Furnished,"Uttam Nagar Floors, Uttam Nagar",4370000,New_Property
1000.0,3,2.0,Unfurnished,"Virat Residency, Dwarka Mor",4620000,New_Property
540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",3000000,New_Property
540.0,2,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",3300000,New_Property
1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",5510000,New_Property
500.0,2,2.0,Semi-Furnished,Dwarka Mor,3200000,New_Property
540.0,2,2.0,Semi-Furnished,Uttam Nagar West,2600000,New_Property
780.0,3,2.0,Semi-Furnished,Uttam Nagar,4000000,New_Property
450.0,2,1.0,Semi-Furnished,Uttam Nagar West,1850000,New_Property
360.0,1,1.0,Semi-Furnished,Uttam Nagar,1700000,New_Property
900.0,3,2.0,Semi-Furnished,"SB Residency, Dwarka Mor",2800000,New_Property
495.0,2,2.0,Semi-Furnished,Uttam Nagar West,2150000,New_Property
1200.0,4,3.0,Semi-Furnished,"SB Residency, Dwarka Mor",6800000,New_Property
1000.0,3,2.0,Semi-Furnished,Uttam Nagar,6200000,New_Property
620.0,2,2.0,Semi-Furnished,Uttam Nagar,3100000,New_Property
680.0,3,2.0,Semi-Furnished,Dwarka Mor,3400000,New_Property
805.0,2,2.0,Unfurnished,"Kiran Garden, Uttam Nagar",4000000,Resale
729.0,2,2.0,Semi-Furnished,"Mohan Garden, Razapur Khurd",4800000,Resale
540.0,2,2.0,Semi-Furnished,Uttam Nagar,2500000,New_Property
360.0,1,1.0,Semi-Furnished,Uttam Nagar,2000000,New_Property
550.0,2,2.0,Semi-Furnished,Uttam Nagar West,1900000,New_Property
1001.0,3,2.0,Furnished,"Mitya Homes, Dwarka Mor",5800000,New_Property
450.0,2,2.0,Unfurnished,Dwarka Mor,2900000,Resale
550.0,2,1.0,Semi-Furnished,Uttam Nagar West,2000000,New_Property
550.0,2,2.0,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",2600000,New_Property
675.0,2,1.0,Unfurnished,Uttam Nagar,2900000,Resale
585.0,2,2.0,Unfurnished,Uttam Nagar,3200000,Resale
810.0,3,2.0,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",5400000,Resale
765.0,3,2.0,Semi-Furnished,Dwarka Mor,3800000,Resale
4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",135000000,New_Property
3901.0,4,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",93000000,New_Property
70.0,2,3.0,Furnished,"Patel Nagar South, Patel Nagar",8200000,New_Property
800.0,3,2.0,Unfurnished,Patel Nagar West,8000000,Resale
900.0,3,2.0,Semi-Furnished,Patel Nagar West,9500000,Resale
1680.0,4,5.0,Semi-Furnished,Patel Nagar West,20000000,Resale
900.0,2,2.0,Furnished,Patel Nagar West,7400000,Resale
2000.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",37500000,Resale
2000.0,4,4.0,Semi-Furnished,Patel Nagar West,15000000,Resale
1900.0,3,3.0,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",55300000,New_Property
1530.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",26500000,Resale
100.0,3,2.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",16000000,Resale
900.0,3,2.0,Furnished,Patel Nagar West,10400000,Resale
270.0,1,1.0,Unfurnished,Patel Nagar West,1700000,Resale
950.0,2,2.0,Semi-Furnished,Patel Nagar West,8000000,Resale
1800.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",27000000,Resale
1500.0,3,3.0,Semi-Furnished,Patel Nagar West,19500000,Resale
1800.0,3,3.0,Furnished,"Patel Nagar East, Patel Nagar",50000000,Resale
1800.0,3,3.0,Unfurnished,Patel Nagar West,21100000,Resale
2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",57000000,New_Property
850.0,2,3.0,Semi-Furnished,Patel Nagar West,5900000,Resale
140.0,3,2.0,Unfurnished,"Punjabi Basti, Patel Nagar",12000000,New_Property
900.0,3,2.0,Unfurnished,Patel Nagar West,12000000,Resale
1800.0,3,3.0,Unfurnished,Patel Nagar West,24000000,Resale
200.0,1,1.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",7000000,Resale
1782.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",15000000,Resale
900.0,2,2.0,Furnished,"Baljit Nagar, Patel Nagar",1500000,Resale
405.0,2,1.0,Semi-Furnished,Patel Nagar West,3950000,Resale
1500.0,3,3.0,Unfurnished,Patel Nagar West,12500000,Resale
66.0,3,1.0,Unfurnished,"Baljit Nagar, Patel Nagar",1600000,New_Property
2000.0,4,4.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",36500000,Resale
1200.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj carpet area 1200 sqft status Ready to Move floor 5 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road society DDA Flats Vasant Kunj car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold A southEAST facing 3 bhk resale flat is available in the promising locality of sectorE vasant kunj vasant kunj, delhi south. It is a ready to move in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lifts, park, water storage and securityfire alar. It is a gated society flat. It provides a spectacular view of the main road and parkgarden. The apartment is priced at rs. 2 cr. It is a freehold property, with a super builtUp area of 1600 sq. Ft. The property price is negotiable. read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Link Properties Pvt. Ltd. 5000+ Buyers Served",20000000,Resale
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,15000000,Resale
1400.0,3,2.0,Semi-Furnished,Vasant Kunj,25000000,New_Property
1600.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",18500000,Resale
1600.0,4,3.0,Unfurnished,"DDA Flats Pocket 1, Vasant Kunj Sector B",23500000,Resale
600.0,1,1.0,Semi-Furnished,Vasant Kunj,8000000,New_Property
1600.0,3,2.0,Unfurnished,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",23000000,Resale
2000.0,3,3.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",31000000,Resale
650.0,1,2.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",7400000,Resale
1100.0,2,2.0,Unfurnished,Vasant Kunj,15500000,Resale
1075.0,2,2.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",12000000,New_Property
1450.0,3,2.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector D",23500000,Resale
1200.0,3,2.0,Semi-Furnished,Vasant Kunj Sector A,25000000,Resale
600.0,1,2.0,Unfurnished,"E2 Vasant Kunj, Vasant Kunj",7000000,New_Property
1000.0,2,2.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",17500000,Resale
1600.0,3,2.0,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",25000000,Resale
1750.0,4,4.0,Unfurnished,Vasant Kunj Sector C,29000000,New_Property
1300.0,3,3.0,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",21900000,Resale
550.0,1,2.0,Furnished,Vasant Kunj Sector D,7500000,Resale
2200.0,4,3.0,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector C",23500000,Resale
1100.0,2,2.0,Semi-Furnished,Vasant Kunj Sector C,24000000,Resale
1700.0,3,2.0,Semi-Furnished,Vasant Kunj,31000000,Resale
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,16500000,Resale
1000.0,2,2.0,Furnished,"Kishangarh, Vasant Kunj",5000000,Resale
1350.0,3,2.0,Furnished,"DDA Pocket 1, Vasant Kunj Sector D",24000000,New_Property
1184.0,2,2.0,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",17000000,Resale
2000.0,4,2.0,Furnished,Vasant Kunj Sector B,40000000,New_Property
3500.0,4,4.0,Semi-Furnished,Vasant Kunj,22500000,New_Property
900.0,3,3.0,Furnished,Vasant Kunj,20000000,Resale
4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",135000000,New_Property
750.0,2,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",5000000,New_Property
3901.0,4,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",93000000,New_Property
950.0,3,2.0,Furnished,"Uttam Nagar Floors, Uttam Nagar",4370000,New_Property
1000.0,3,2.0,Unfurnished,"Virat Residency, Dwarka Mor",4620000,New_Property
850.0,2,1.0,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1900000,New_Property
2400.0,4,4.0,Semi-Furnished,"Find Homes, Greater Kailash 2",70000000,New_Property
1350.0,3,2.0,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",5130000,New_Property
540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",3000000,New_Property
1387.0,4,4.0,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",5890000,New_Property
540.0,2,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",3300000,New_Property
976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",24900000,New_Property
1050.0,3,2.0,Unfurnished,"The Elite Spire, Dwarka Sector 21",3700000,New_Property
2700.0,4,3.0,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",60000000,New_Property
1500.0,3,2.0,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",17400000,Resale
2900.0,5,5.0,Furnished,Janakpuri Block A3,51000000,New_Property
5025.0,5,6.0,Unfurnished,Greater Kailash 2,170000000,New_Property
1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",5510000,New_Property
1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",25000000,Resale
2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",57000000,New_Property
850.0,2,2.0,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",2940000,New_Property
1200.0,3,3.0,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",15500000,Resale
1700.0,3,2.0,Semi-Furnished,"Sunny Valley Apartments, Dwarka",17200000,Resale
1800.0,4,3.0,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",55000000,Resale
1100.0,2,2.0,Semi-Furnished,Vasant Kunj,15000000,Resale
22050.0,4,4.0,Semi-Furnished,Greater Kailash 1,51000000,New_Property
1550.0,4,3.0,Semi-Furnished,Rohini Sector 24,13000000,New_Property
1600.0,3,3.0,Semi-Furnished,Greater Kailash 1,30000000,New_Property
700.0,2,2.0,Semi-Furnished,"Khanpur, Madangir",2400000,New_Property
45.0,4,3.0,Unfurnished,"Batla House, Okhla",5500000,New_Property
450.0,2,2.0,Semi-Furnished,"Gandhi Nagar, Shahdara",2900000,Resale
540.0,5,2.0,Semi-Furnished,"Gandhi Nagar, Shahdara",17000000,Resale
1350.0,3,3.0,Semi-Furnished,"Gandhi Nagar, Shahdara",25000000,Resale
2250.0,3,2.0,Semi-Furnished,"Gandhi Nagar, Shahdara",10000000,Resale
1250.0,2,1.0,Semi-Furnished,"DDA Flats Mansarovar Park, Seelampur, Shahdara",7500000,Resale
504.0,3,1.0,Semi-Furnished,"Seelampur, Shahdara",3600000,Resale
65.0,3,2.0,Semi-Furnished,"Shanti Mohalla, Shahdara",35000000,New_Property
450.0,2,1.0,Unfurnished,"Seelampur, Shahdara",6000000,Resale
1800.0,4,2.0,Furnished,"Rajgarh Colony, Shahdara",17500000,Resale
1800.0,4,3.0,Furnished,"Kanti Nagar East, Shahdara",35000000,Resale
1530.0,5,2.0,Furnished,"Raghubarpura, Shahdara",10200000,Resale
1750.0,4,4.0,Unfurnished,Vasant Kunj Sector C,29000000,New_Property
2210.0,4,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",41000000,Resale
760.0,3,2.0,Furnished,Geeta Colony,6000000,Resale
400.0,2,1.0,Furnished,Krishna Nagar Block A,2500000,New_Property
380.0,1,1.0,Unfurnished,Geeta Colony,2200000,Resale
904.1676,2,2.0,Furnished,"Taj Enclave, Khairatabad",21500000,New_Property
900.0,4,1.0,Furnished,"Shastri Park, Shahdara",15000000,Resale
810.0,5,6.0,Furnished,Geeta Colony,28900000,Resale
100.0,3,2.0,Unfurnished,Geeta Colony,5500000,Resale
50.0,2,1.0,Semi-Furnished,"Shastri Park, Shahdara",1950000,New_Property
58.0,2,1.0,Unfurnished,Geeta Colony,3800000,Resale
900.0,2,1.0,Semi-Furnished,"Sitaram Bazar, Chandni Chowk",6200000,New_Property
1650.0,4,3.0,Furnished,Shahdara,14000000,New_Property
1000.0,2,2.0,Unfurnished,Laxmi Nagar,7500000,Resale
852.0,2,2.0,Unfurnished,Shahdara How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 852 sqft status Ready to Move transaction Resale ownership Freehold bathroom 2 Contact Now Enquire Now Auction By,2670000,Resale
700.0,2,2.0,Semi-Furnished,Shahdara,2500000,Resale
990.0,3,2.0,Unfurnished,Laxmi Nagar,4000000,Resale
450.0,2,1.0,Semi-Furnished,Laxmi Nagar,3500000,Resale
1000.0,2,2.0,Unfurnished,Laxmi Nagar,5000000,New_Property
1700.0,4,3.0,Semi-Furnished,Saket,29500000,Resale
1350.0,3,2.0,Unfurnished,"Anupam Enclave, Saket",19000000,Resale
2100.0,4,3.0,Furnished,Saket,25500000,Resale
2600.0,4,4.0,Semi-Furnished,Saket,75000000,New_Property
3000.0,4,5.0,Semi-Furnished,Saket,75000000,New_Property
1450.0,3,3.0,Semi-Furnished,"RWA Flats, Saket",34000000,New_Property
2050.0,4,4.0,Semi-Furnished,Saket,47500000,New_Property
3000.0,4,5.0,Semi-Furnished,"Metrotech Builder Floors, Saket",75000000,New_Property
1800.0,3,3.0,Semi-Furnished,"Saket Court Residential Complex, Saket",23000000,Resale
900.0,3,2.0,Semi-Furnished,"Press Enclave Society, Saket",24000000,Resale
1500.0,3,2.0,Semi-Furnished,"RWA Flats, Saket",21500000,Resale
1500.0,3,2.0,Semi-Furnished,Saket,28500000,New_Property
1800.0,4,4.0,Semi-Furnished,"Project Paryavaran Complex, Saket",12500000,Resale
1674.0,3,3.0,Unfurnished,Saket,45000000,Resale
2025.0,4,3.0,Furnished,Saket,30500000,Resale
1300.0,3,3.0,Semi-Furnished,Saket,22500000,Resale
990.0,3,3.0,Furnished,"Press Enclave Society, Saket",28000000,Resale
2100.0,3,4.0,Semi-Furnished,Saket,25000000,Resale
2250.0,4,4.0,Semi-Furnished,Saket,33700000,Resale
1500.0,3,3.0,Semi-Furnished,Saket,27000000,Resale
2700.0,4,4.0,Semi-Furnished,Saket,43500000,New_Property
1700.0,3,3.0,Semi-Furnished,"RWA Flats, Saket",29000000,New_Property
1700.0,3,3.0,Semi-Furnished,Saket,30000000,Resale
2050.0,4,4.0,Semi-Furnished,Saket,52100000,New_Property
1800.0,3,3.0,Unfurnished,Saket,32500000,New_Property
1500.0,3,2.0,Semi-Furnished,Saket,20500000,Resale
2000.0,4,3.0,Semi-Furnished,Saket,25000000,Resale
1500.0,3,3.0,Semi-Furnished,Saket,30000000,Resale
24300.0,4,5.0,Semi-Furnished,Saket,51000000,Resale
2475.0,4,4.0,Semi-Furnished,Saket,31000000,Resale
1800.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000,New_Property
1300.0,3,3.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",32500000,New_Property
1500.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000,New_Property
2100.0,4,4.0,Semi-Furnished,Safdarjung Enclave,55000000,New_Property
1800.0,4,4.0,Semi-Furnished,Safdarjung Enclave,87500000,New_Property
1100.0,2,2.0,Unfurnished,Safdarjung Enclave,16300000,Resale
2035.0,4,4.0,Unfurnished,Safdarjung Enclave,65000000,New_Property
1100.0,3,3.0,Unfurnished,"Safdarjung Enclave carpet area 1100 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 3 ownership Freehold if you are searching for your dream house, congratulation. you're not so far from your destiny. we got unbeatable ground floor in b-block safdarjung enclave for sale. it is in 150 yds. It has 3 large king sized bedroom attached bathroom with Jacuzzi and roof top shower with all other fittings. it has modular kitchen with all needed facility. it has 3 big balcony with amazing out side view. it has 1 servant quarter also. it has 1 reserved car parking with gated society. It has 24*7 water supply with full power backup. for more information contact us at once because it can be your dream house. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",25000000,Resale
